MSSV,Student_Profile,Current_Semester,GPA_Cumulative,Total_Credits,Credits_Completed,Credits_Remaining,Completion_Rate,Average_Credits_Per_Semester,Remaining_To_OJT,Failed_Courses,Retake_Count,Missing_Prerequisite_Courses,Academic_Warning_Count,Suspension_Count,Planned_OJT_Semester,Risk_Score,Risk_Level,OJT_Delay_Risk,OJT_Eligible,OJT_Readiness,AI_Recommendation,Credit_Progress_Category,OJT_Credit_Gap,OJT_Credit_Progress,OJT_Eligibility_Gap_Category,Academic_Risk_Index,Academic_Stability,OJT_Semester_Gap,OJT_Planning_Status,Required_Average_Credits_Per_Semester,Credit_Completion_Efficiency
SE1800990,Average,4,6.26,120,61,59,50.83,15.25,39,3,1,2,0,0,5,10,Medium,0,False,47.5,Complete at least 39 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Developing,39,61.0,Moderate_Gap,6,40,1,Approaching_OJT,39.0,100.0
SE1800991,Critical,3,3.74,120,34,86,28.33,11.33,66,5,6,3,3,1,6,22,High,1,False,0.0,Complete at least 66 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Early,66,34.0,Far_From_Eligible,18,0,3,Long_Term_Planning,22.0,100.0
SE1800992,Average,5,6.89,120,94,26,78.33,18.8,6,1,1,0,0,0,7,4,Low,0,False,82.0,Complete at least 6 more credits. Retake failed courses as soon as possible.,Advanced,6,94.0,Near_Eligible,2,80,2,Moderate_Planning_Gap,3.0,100.0
SE1800993,Good,3,7.47,120,59,61,49.17,19.67,41,1,0,1,0,0,6,6,Medium,0,False,60.5,Complete at least 41 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Developing,41,59.0,Moderate_Gap,2,80,3,Long_Term_Planning,13.67,99.98
SE1800994,Excellent,3,9.2,120,64,56,53.33,21.33,36,0,0,0,0,0,6,3,Low,0,False,72.0,Complete at least 36 more credits.,Developing,36,64.0,Moderate_Gap,0,100,3,Long_Term_Planning,12.0,100.0
SE1800995,AtRisk,8,5.21,120,106,14,88.33,13.25,0,3,6,2,2,0,8,14,High,1,False,50.0,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Near_Completion,0,100.0,Eligible,13,0,0,OJT_Ready_Stage,0.0,100.0
SE1800996,Excellent,2,9.11,120,40,80,33.33,20.0,60,0,0,0,0,0,5,3,Low,0,False,60.0,Complete at least 60 more credits.,Developing,60,40.0,Far_From_Eligible,0,100,3,Long_Term_Planning,20.0,100.0
SE1800997,Excellent,7,9.01,120,116,4,96.67,16.57,0,0,0,0,0,0,8,0,Low,0,True,98.0,You are ready for OJT.,Near_Completion,0,100.0,Eligible,0,100,1,Approaching_OJT,0.0,100.0
SE1800998,Average,5,6.16,120,93,27,77.5,18.6,7,2,4,0,0,0,6,5,Low,0,False,72.5,Complete at least 7 more credits. Retake failed courses as soon as possible.,Advanced,7,93.0,Near_Eligible,6,40,1,Approaching_OJT,7.0,100.0
SE1800999,Good,8,8.4,120,117,3,97.5,14.62,0,0,0,1,0,0,8,2,Low,0,False,92.5,Complete all prerequisite courses.,Near_Completion,0,100.0,Eligible,1,90,0,OJT_Ready_Stage,0.0,100.0
SE1801000,Critical,2,4.95,120,24,96,20.0,12.0,76,7,5,3,2,2,5,24,High,1,False,0.0,Complete at least 76 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Early,76,24.0,Far_From_Eligible,19,0,3,Long_Term_Planning,25.33,100.0
SE1801001,Excellent,5,8.78,120,95,25,79.17,19.0,5,0,0,0,0,0,6,1,Low,0,False,87.5,Complete at least 5 more credits.,Advanced,5,95.0,Near_Eligible,0,100,1,Approaching_OJT,5.0,100.0
SE1801002,Good,4,7.45,120,72,48,60.0,18.0,28,0,2,1,0,0,6,5,Low,0,False,66.0,Complete at least 28 more credits. Complete all prerequisite courses.,Advanced,28,72.0,Moderate_Gap,3,70,2,Moderate_Planning_Gap,14.0,100.0
SE1801003,Good,6,7.63,120,112,8,93.33,18.67,0,1,0,0,0,0,7,1,Low,0,True,93.0,Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,1,90,1,Approaching_OJT,0.0,99.98
SE1801004,Good,5,7.81,120,94,26,78.33,18.8,6,1,2,1,0,0,6,5,Low,0,False,74.0,Complete at least 6 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Advanced,6,94.0,Near_Eligible,4,60,1,Approaching_OJT,6.0,100.0
SE1801005,AtRisk,2,5.64,120,33,87,27.5,16.5,67,4,3,2,1,1,5,17,High,1,False,13.5,Complete at least 67 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Early,67,33.0,Far_From_Eligible,11,0,3,Long_Term_Planning,22.33,100.0
SE1801006,Average,6,6.21,120,106,14,88.33,17.67,0,3,4,0,0,0,6,5,Low,0,True,76.0,Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,7,30,0,OJT_Ready_Stage,0.0,99.98
SE1801007,Good,6,7.69,120,110,10,91.67,18.33,0,1,0,1,0,0,7,3,Low,0,False,86.0,Complete all prerequisite courses. Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,2,80,1,Approaching_OJT,0.0,100.0
SE1801008,Critical,3,4.75,120,40,80,33.33,13.33,60,8,6,2,3,1,5,21,High,1,False,0.0,Complete at least 60 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,60,40.0,Far_From_Eligible,20,0,2,Moderate_Planning_Gap,30.0,100.0
SE1801009,Excellent,6,9.76,120,113,7,94.17,18.83,0,0,0,0,0,0,7,0,Low,0,True,96.5,You are ready for OJT.,Near_Completion,0,100.0,Eligible,0,100,1,Approaching_OJT,0.0,100.0
SE1801010,Good,5,8.23,120,100,20,83.33,20.0,0,1,0,1,0,0,7,3,Low,0,False,81.0,Complete all prerequisite courses. Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,2,80,2,Moderate_Planning_Gap,0.0,100.0
SE1801011,Average,4,6.1,120,64,56,53.33,16.0,36,3,1,2,1,0,5,12,High,1,False,44.0,Complete at least 36 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,36,64.0,Moderate_Gap,7,30,1,Approaching_OJT,36.0,100.0
SE1801012,Recovery,3,5.89,120,48,72,40.0,16.0,52,1,4,0,0,0,6,9,Medium,0,False,53.0,Complete at least 52 more credits. Retake failed courses as soon as possible.,Developing,52,48.0,Far_From_Eligible,5,50,3,Long_Term_Planning,17.33,100.0
SE1801013,Excellent,5,9.98,120,101,19,84.17,20.2,0,0,0,0,0,0,6,0,Low,0,True,90.5,You are ready for OJT.,Near_Completion,0,100.0,Eligible,0,100,1,Approaching_OJT,0.0,100.0
SE1801014,AtRisk,6,5.37,120,90,30,75.0,15.0,10,5,3,2,1,0,6,14,High,1,False,47.0,Complete at least 10 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,10,90.0,Near_Eligible,11,0,0,OJT_Ready_Stage,10.0,100.0
SE1801015,Average,5,6.1,120,94,26,78.33,18.8,6,3,1,0,0,0,7,5,Low,0,False,76.0,Complete at least 6 more credits. Retake failed courses as soon as possible.,Advanced,6,94.0,Near_Eligible,4,60,2,Moderate_Planning_Gap,3.0,100.0
SE1801016,Critical,2,4.24,120,23,97,19.17,11.5,77,6,8,2,3,1,6,21,High,1,False,0.0,Complete at least 77 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Early,77,23.0,Far_From_Eligible,20,0,4,Long_Term_Planning,19.25,100.0
SE1801017,Excellent,7,8.61,120,118,2,98.33,16.86,0,0,0,0,0,0,8,0,Low,0,True,99.0,You are ready for OJT.,Near_Completion,0,100.0,Eligible,0,100,1,Approaching_OJT,0.0,99.98
SE1801018,Good,7,7.98,120,118,2,98.33,16.86,0,0,0,1,0,0,8,2,Low,0,False,93.0,Complete all prerequisite courses.,Near_Completion,0,100.0,Eligible,1,90,1,Approaching_OJT,0.0,99.98
SE1801019,LateStarter,5,6.21,120,94,26,78.33,18.8,6,4,4,0,0,0,6,6,Medium,0,False,67.0,Complete at least 6 more credits. Retake failed courses as soon as possible.,Advanced,6,94.0,Near_Eligible,8,20,1,Approaching_OJT,6.0,100.0
SE1801020,Average,5,6.21,120,91,29,75.83,18.2,9,1,2,0,1,0,6,6,Medium,0,False,73.5,Complete at least 9 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,9,91.0,Near_Eligible,4,60,1,Approaching_OJT,9.0,100.0
SE1801021,Excellent,5,8.69,120,98,22,81.67,19.6,2,0,0,0,0,0,7,1,Low,0,False,89.0,Complete at least 2 more credits.,Near_Completion,2,98.0,Near_Eligible,0,100,2,Moderate_Planning_Gap,1.0,100.0
SE1801022,AtRisk,4,5.51,120,62,58,51.67,15.5,38,3,5,1,1,1,6,17,High,1,False,33.0,Complete at least 38 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,38,62.0,Moderate_Gap,11,0,2,Moderate_Planning_Gap,19.0,100.0
SE1801023,Good,6,7.88,120,102,18,85.0,17.0,0,0,2,1,0,0,7,3,Low,0,False,81.0,Complete all prerequisite courses.,Near_Completion,0,100.0,Eligible,3,70,1,Approaching_OJT,0.0,100.0
SE1801024,Average,3,6.32,120,46,74,38.33,15.33,54,3,4,1,0,0,6,10,Medium,0,False,40.0,Complete at least 54 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Developing,54,46.0,Far_From_Eligible,8,20,3,Long_Term_Planning,18.0,100.0
SE1801025,Critical,6,4.17,120,66,54,55.0,11.0,34,7,8,3,3,2,6,24,High,1,False,0.0,Complete at least 34 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,34,66.0,Moderate_Gap,23,0,0,OJT_Ready_Stage,34.0,100.0
SE1801026,Good,6,7.64,120,102,18,85.0,17.0,0,1,0,0,0,0,7,1,Low,0,True,88.0,Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,1,90,1,Approaching_OJT,0.0,100.0
SE1801027,Good,3,7.01,120,61,59,50.83,20.33,39,0,2,1,0,0,6,6,Medium,0,False,60.5,Complete at least 39 more credits. Complete all prerequisite courses.,Developing,39,61.0,Moderate_Gap,3,70,3,Long_Term_Planning,13.0,100.0
SE1801028,Critical,5,4.07,120,74,46,61.67,14.8,26,6,6,2,3,1,7,20,High,1,False,12.0,Complete at least 26 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,26,74.0,Moderate_Gap,18,0,2,Moderate_Planning_Gap,13.0,100.0
SE1801029,Average,4,6.81,120,66,54,55.0,16.5,34,1,1,1,1,0,6,10,Medium,0,False,57.0,Complete at least 34 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,34,66.0,Moderate_Gap,4,60,2,Moderate_Planning_Gap,17.0,100.0
SE1801030,Average,2,6.17,120,35,85,29.17,17.5,65,3,4,0,0,0,5,8,Medium,0,False,40.5,Complete at least 65 more credits. Retake failed courses as soon as possible.,Early,65,35.0,Far_From_Eligible,7,30,3,Long_Term_Planning,21.67,100.0
SE1801031,Average,6,6.98,120,106,14,88.33,17.67,0,2,2,1,0,0,7,5,Low,0,False,77.0,Complete all prerequisite courses. Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,5,50,1,Approaching_OJT,0.0,99.98
SE1801032,Average,2,6.09,120,42,78,35.0,21.0,58,2,3,1,1,0,6,11,High,1,False,38.0,Complete at least 58 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,58,42.0,Far_From_Eligible,7,30,4,Long_Term_Planning,14.5,100.0
SE1801033,Excellent,6,9.24,120,105,15,87.5,17.5,0,0,0,0,0,0,7,0,Low,0,True,92.5,You are ready for OJT.,Near_Completion,0,100.0,Eligible,0,100,1,Approaching_OJT,0.0,100.0
SE1801034,Recovery,2,6.02,120,28,92,23.33,14.0,72,1,2,1,1,0,5,10,Medium,0,False,36.0,Complete at least 72 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Early,72,28.0,Far_From_Eligible,5,50,3,Long_Term_Planning,24.0,100.0
SE1801035,Excellent,5,9.72,120,90,30,75.0,18.0,10,0,0,0,0,0,7,1,Low,0,False,85.0,Complete at least 10 more credits.,Advanced,10,90.0,Near_Eligible,0,100,2,Moderate_Planning_Gap,5.0,100.0
SE1801036,Excellent,3,9.42,120,66,54,55.0,22.0,34,0,0,0,0,0,5,3,Low,0,False,73.0,Complete at least 34 more credits.,Developing,34,66.0,Moderate_Gap,0,100,2,Moderate_Planning_Gap,17.0,100.0
SE1801037,Good,6,8.12,120,106,14,88.33,17.67,0,1,2,0,0,0,7,2,Low,0,True,86.0,Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,3,70,1,Approaching_OJT,0.0,99.98
SE1801038,LateStarter,3,6.93,120,42,78,35.0,14.0,58,2,4,1,0,0,5,9,Medium,0,False,41.0,Complete at least 58 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Developing,58,42.0,Far_From_Eligible,7,30,2,Moderate_Planning_Gap,29.0,100.0
SE1801039,Average,5,6.2,120,82,38,68.33,16.4,18,1,4,0,0,0,6,6,Medium,0,False,70.0,Complete at least 18 more credits. Retake failed courses as soon as possible.,Advanced,18,82.0,Near_Eligible,5,50,1,Approaching_OJT,18.0,100.0
SE1801040,Average,4,6.48,120,70,50,58.33,17.5,30,1,3,1,1,0,5,10,Medium,0,False,55.0,Complete at least 30 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,30,70.0,Moderate_Gap,6,40,1,Approaching_OJT,30.0,100.0
SE1801041,Recovery,3,6.16,120,49,71,40.83,16.33,51,1,3,0,0,0,6,7,Medium,0,False,55.5,Complete at least 51 more credits. Retake failed courses as soon as possible.,Developing,51,49.0,Far_From_Eligible,4,60,3,Long_Term_Planning,17.0,100.0
SE1801042,Good,3,8.3,120,60,60,50.0,20.0,40,0,0,1,0,0,5,5,Low,0,False,64.0,Complete at least 40 more credits. Complete all prerequisite courses.,Developing,40,60.0,Moderate_Gap,1,90,2,Moderate_Planning_Gap,20.0,100.0
SE1801043,Excellent,4,8.9,120,79,41,65.83,19.75,21,0,0,0,0,0,6,2,Low,0,False,79.5,Complete at least 21 more credits.,Advanced,21,79.0,Moderate_Gap,0,100,2,Moderate_Planning_Gap,10.5,100.0
SE1801044,Average,3,6.5,120,53,67,44.17,17.67,47,2,1,1,1,0,5,10,Medium,0,False,47.5,Complete at least 47 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,47,53.0,Moderate_Gap,5,50,2,Moderate_Planning_Gap,23.5,99.98
SE1801045,Excellent,4,9.89,120,75,45,62.5,18.75,25,0,0,0,0,0,6,2,Low,0,False,77.5,Complete at least 25 more credits.,Advanced,25,75.0,Moderate_Gap,0,100,2,Moderate_Planning_Gap,12.5,100.0
SE1801046,Average,2,6.05,120,33,87,27.5,16.5,67,1,2,0,0,0,6,6,Medium,0,False,49.5,Complete at least 67 more credits. Retake failed courses as soon as possible.,Early,67,33.0,Far_From_Eligible,3,70,4,Long_Term_Planning,16.75,100.0
SE1801047,Good,4,7.41,120,82,38,68.33,20.5,18,1,1,1,0,0,6,6,Medium,0,False,70.0,Complete at least 18 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Advanced,18,82.0,Near_Eligible,3,70,2,Moderate_Planning_Gap,9.0,100.0
SE1801048,Average,3,6.2,120,55,65,45.83,18.33,45,2,3,2,0,0,5,10,Medium,0,False,43.5,Complete at least 45 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Developing,45,55.0,Moderate_Gap,7,30,2,Moderate_Planning_Gap,22.5,100.0
SE1801049,Average,5,6.47,120,89,31,74.17,17.8,11,3,2,0,1,0,6,7,Medium,0,False,66.5,Complete at least 11 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,11,89.0,Near_Eligible,6,40,1,Approaching_OJT,11.0,100.0
SE1801050,Good,6,7.21,120,100,20,83.33,16.67,0,1,1,1,0,0,7,4,Low,0,False,79.0,Complete all prerequisite courses. Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,3,70,1,Approaching_OJT,0.0,99.98
SE1801051,Critical,3,4.63,120,28,92,23.33,9.33,72,7,8,4,2,2,5,24,High,1,False,0.0,Complete at least 72 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Early,72,28.0,Far_From_Eligible,23,0,2,Moderate_Planning_Gap,36.0,100.0
SE1801052,Average,1,6.02,120,18,102,15.0,18.0,82,1,2,0,0,0,6,6,Medium,0,False,42.0,Complete at least 82 more credits. Retake failed courses as soon as possible.,Early,82,18.0,Far_From_Eligible,3,70,5,Long_Term_Planning,16.4,100.0
SE1801053,AtRisk,4,5.49,120,61,59,50.83,15.25,39,5,5,3,2,1,6,21,High,1,False,9.5,Complete at least 39 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,39,61.0,Moderate_Gap,16,0,2,Moderate_Planning_Gap,19.5,100.0
SE1801054,Average,6,6.3,120,102,18,85.0,17.0,0,3,4,0,1,0,6,7,Medium,0,True,69.0,Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Near_Completion,0,100.0,Eligible,8,20,0,OJT_Ready_Stage,0.0,100.0
SE1801055,LateStarter,6,6.86,120,96,24,80.0,16.0,4,3,5,0,0,0,7,7,Medium,0,False,69.0,Complete at least 4 more credits. Retake failed courses as soon as possible.,Near_Completion,4,96.0,Near_Eligible,8,20,1,Approaching_OJT,4.0,100.0
SE1801056,Good,2,8.37,120,40,80,33.33,20.0,60,0,1,1,0,0,6,6,Medium,0,False,52.0,Complete at least 60 more credits. Complete all prerequisite courses.,Developing,60,40.0,Far_From_Eligible,2,80,4,Long_Term_Planning,15.0,100.0
SE1801057,Critical,4,4.12,120,48,72,40.0,12.0,52,7,6,2,3,1,6,21,High,1,False,0.0,Complete at least 52 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,52,48.0,Far_From_Eligible,19,0,2,Moderate_Planning_Gap,26.0,100.0
SE1801058,AtRisk,5,5.78,120,79,41,65.83,15.8,21,4,3,1,2,0,7,14,High,1,False,45.5,Complete at least 21 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,21,79.0,Moderate_Gap,10,0,2,Moderate_Planning_Gap,10.5,100.0
SE1801059,Average,4,6.29,120,65,55,54.17,16.25,35,2,4,1,0,0,5,9,Medium,0,False,52.5,Complete at least 35 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Developing,35,65.0,Moderate_Gap,7,30,1,Approaching_OJT,35.0,100.0
SE1801060,Average,3,6.82,120,46,74,38.33,15.33,54,1,4,1,0,0,6,9,Medium,0,False,46.0,Complete at least 54 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Developing,54,46.0,Far_From_Eligible,6,40,3,Long_Term_Planning,18.0,100.0
SE1801061,Average,1,6.25,120,18,102,15.0,18.0,82,2,2,0,1,0,5,8,Medium,0,False,34.0,Complete at least 82 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Early,82,18.0,Far_From_Eligible,5,50,4,Long_Term_Planning,20.5,100.0
SE1801062,Average,7,6.29,120,101,19,84.17,14.43,0,2,3,0,1,0,8,6,Medium,0,True,73.5,Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Near_Completion,0,100.0,Eligible,6,40,1,Approaching_OJT,0.0,99.99
SE1801063,Good,7,8.33,120,112,8,93.33,16.0,0,1,0,1,0,0,8,3,Low,0,False,87.0,Complete all prerequisite courses. Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,2,80,1,Approaching_OJT,0.0,100.0
SE1801064,Average,3,6.13,120,53,67,44.17,17.67,47,1,3,1,0,0,6,9,Medium,0,False,51.5,Complete at least 47 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Developing,47,53.0,Moderate_Gap,5,50,3,Long_Term_Planning,15.67,99.98
SE1801065,Average,4,6.87,120,73,47,60.83,18.25,27,1,2,2,1,0,6,10,Medium,0,False,52.5,Complete at least 27 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,27,73.0,Moderate_Gap,6,40,2,Moderate_Planning_Gap,13.5,100.0
SE1801066,Average,4,6.42,120,73,47,60.83,18.25,27,2,1,2,0,0,5,8,Medium,0,False,56.5,Complete at least 27 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Advanced,27,73.0,Moderate_Gap,5,50,1,Approaching_OJT,27.0,100.0
SE1801067,AtRisk,5,5.3,120,75,45,62.5,15.0,25,5,5,1,2,0,7,16,High,1,False,36.5,Complete at least 25 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,25,75.0,Moderate_Gap,13,0,2,Moderate_Planning_Gap,12.5,100.0
SE1801068,Good,5,7.69,120,100,20,83.33,20.0,0,1,0,0,0,0,6,1,Low,0,True,87.0,Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,1,90,1,Approaching_OJT,0.0,100.0
SE1801069,Good,2,7.43,120,41,79,34.17,20.5,59,1,0,0,0,0,5,4,Low,0,False,57.5,Complete at least 59 more credits. Retake failed courses as soon as possible.,Developing,59,41.0,Far_From_Eligible,1,90,3,Long_Term_Planning,19.67,100.0
SE1801070,Average,7,6.14,120,104,16,86.67,14.86,0,2,3,2,0,0,8,7,Medium,0,False,68.0,Complete all prerequisite courses. Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,7,30,1,Approaching_OJT,0.0,99.98
SE1801071,Average,3,6.07,120,47,73,39.17,15.67,53,3,1,2,0,0,5,10,Medium,0,False,40.5,Complete at least 53 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Developing,53,47.0,Far_From_Eligible,6,40,2,Moderate_Planning_Gap,26.5,99.98
SE1801072,Good,1,7.75,120,21,99,17.5,21.0,79,0,0,1,0,0,5,5,Low,0,False,44.5,Complete at least 79 more credits. Complete all prerequisite courses.,Early,79,21.0,Far_From_Eligible,1,90,4,Long_Term_Planning,19.75,100.0
SE1801073,AtRisk,6,5.54,120,96,24,80.0,16.0,4,5,3,2,1,0,6,14,High,1,False,50.0,Complete at least 4 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Near_Completion,4,96.0,Near_Eligible,11,0,0,OJT_Ready_Stage,4.0,100.0
